Location,Time,Air Temperature - average (ºC),Wind Speed - average (m/s),Wind Direction - average (º),Rainfall - (mm)
Curyo,2006-03-20T19:23:50Z,10.3,0.73,72.776564,0
Curyo,2007-03-20T19:00:00Z,10.3,0.5399999999999999,18.624669,0
Curyo,2007-03-20T19:00:10Z,10.2,0.47,9.970663,0
Curyo,2007-03-20T19:00:20Z,9.9,0.11,0.563917,0
Curyo,2007-03-20T19:00:30Z,9.5,0.13,0.338357,0
Curyo,2007-03-20T19:00:40Z,9.7,0.33999999999999997,136.201833,0
Curyo,2007-03-20T19:00:50Z,9.7,0.49,136.509526,0
Curyo,2007-03-20T19:01:00Z,9.7,0.5599999999999999,54.601983,0
Curyo,2007-03-20T19:01:10Z,9.5,0.72,16.725135,0
Curyo,2007-03-20T19:01:20Z,9.3,0.6,13.375283,0
Curyo,2007-03-20T19:01:30Z,9,0.33999999999999997,113.254635,0
Curyo,2007-03-20T19:01:40Z,8.7,0.15999999999999998,126.217559,0
Curyo,2007-03-20T19:01:50Z,8.7,0.19999999999999998,126.217559,0
Curyo,2007-03-20T19:02:00Z,8.8,0.22999999999999998,126.217559,0
Curyo,2007-03-20T19:02:10Z,7.7,0,126.060435,0
Curyo,2007-03-20T19:02:20Z,6.2,0.03,126.060435,0
Curyo,2007-03-20T19:02:30Z,6.8,0.06999999999999999,126.060435,0
Curyo,2007-03-20T19:02:40Z,5.9,0.25,126.060435,0
Curyo,2007-03-20T19:02:50Z,5.3,0,126.060435,0
Curyo,2007-03-20T19:03:00Z,5.2,0.009999999999999998,126.217559,0
Curyo,2007-03-20T19:03:10Z,5.4,0,126.060435,0
Curyo,2007-03-20T19:03:20Z,5.2,0.009999999999999998,126.060435,0
Curyo,2007-03-20T19:03:30Z,5,0.09,126.060435,0
Curyo,2007-03-20T19:03:40Z,4.7,0,126.060435,0
Curyo,2007-03-20T19:03:50Z,4.7,0,126.060435,0
Curyo,2007-03-20T19:04:00Z,4.6,0,126.060435,0
Curyo,2007-03-20T19:04:10Z,4.7,0.049999999999999996,126.060435,0
Curyo,2007-03-20T19:04:20Z,4.3,0.009999999999999998,126.060435,0
Curyo,2007-03-20T19:04:30Z,4.3,0,126.217559,0
Curyo,2007-03-20T19:04:40Z,4.8,0.019999999999999997,126.217559,0
Curyo,2007-03-20T19:04:50Z,5.2,0,126.060435,0
Curyo,2007-03-20T19:05:00Z,5.4,0.019999999999999997,126.217559,0
Curyo,2007-03-20T19:05:10Z,5.4,0,126.060435,0
Curyo,2007-03-20T19:05:20Z,4.4,0.07999999999999999,126.217559,0
Curyo,2007-03-20T19:05:30Z,4.1,0.19999999999999998,126.060435,0
Curyo,2007-03-20T19:05:40Z,3.8,0.51,41.009087,0
Curyo,2007-03-20T19:05:50Z,3.9,0.22,100.058703,0
Curyo,2007-03-20T19:06:00Z,3.8,0.18,119.389011,0
Curyo,2007-03-20T19:06:10Z,3.1,0.27999999999999997,116.919662,0
Curyo,2007-03-20T19:06:20Z,2.9,0.18,117.583536,0
Curyo,2007-03-20T19:06:30Z,3.1,0,105.00492,0
Curyo,2007-03-20T19:06:40Z,3.3,0,107.444025,0
Curyo,2007-03-20T19:06:50Z,3.6,0,104.395547,0
Curyo,2007-03-20T19:07:00Z,5.1,0.019999999999999997,101.309932,0
Curyo,2007-03-20T19:07:10Z,5.7,0,111.310071,0
Curyo,2007-03-20T19:07:20Z,6.3,0,108.773528,0
Curyo,2007-03-20T19:07:30Z,7.6,0.07999999999999999,105.837232,0
Curyo,2007-03-20T19:07:40Z,9.6,0.26999999999999996,95.94152,0
Curyo,2007-03-20T19:07:50Z,10.4,0.5299999999999999,67.462254,0
Curyo,2007-03-20T19:08:00Z,11.2,0.45999999999999996,353.220432,0
Curyo,2007-03-20T19:08:10Z,12.1,0.31,52.796182,0
Curyo,2007-03-20T19:08:20Z,13.2,0.32999999999999996,102.938056,0
Curyo,2007-03-20T19:08:30Z,13.7,0.26999999999999996,53.985732,0
Curyo,2007-03-20T19:08:40Z,13.7,0.41,25.33802,0
Curyo,2007-03-20T19:08:50Z,14.3,0.38999999999999996,8.709516,0
Curyo,2007-03-20T19:09:00Z,15,0.48,62.300527,0
Curyo,2007-03-20T19:09:10Z,15.9,0.76,78.655531,0
Curyo,2007-03-20T19:09:20Z,15.5,1.21,92.202598,0
Curyo,2007-03-20T19:09:30Z,15.8,1.3599999999999999,95.710593,0
Curyo,2007-03-20T19:09:40Z,15.6,1.33,99.802497,0
Curyo,2007-03-20T19:09:50Z,15.7,1.8399999999999999,115.922909,0
Curyo,2007-03-20T19:10:00Z,16.3,1.68,130.152593,0
Curyo,2007-03-20T19:10:10Z,15.8,2.1999999999999997,132.510447,0
Curyo,2007-03-20T19:10:20Z,15.7,1.76,129.320183,0
Curyo,2007-03-20T19:10:30Z,15.7,1.43,153.547404,0
Curyo,2007-03-20T19:10:40Z,16.4,1.9100000000000001,146.639005,0
Curyo,2007-03-20T19:10:50Z,17,1.44,157.084894,0
Curyo,2007-03-20T19:11:00Z,17.5,1.04,135.924045,0
Curyo,2007-03-20T19:11:10Z,17.7,1.57,154.761003,0
Curyo,2007-03-20T19:11:20Z,17.2,2.13,149.276339,0
Curyo,2007-03-20T19:11:30Z,17.4,1.25,154.380165,0
Curyo,2007-03-20T19:11:40Z,18.5,1.2999999999999998,155.91063,0
Curyo,2007-03-20T19:11:50Z,19.5,1.29,144.21468,0
Curyo,2007-03-20T19:12:00Z,18.8,1.61,139.212215,0
Curyo,2007-03-20T19:12:10Z,18.9,1.98,146.601512,0
Curyo,2007-03-20T19:12:20Z,20.6,0.87,92.317062,0
Curyo,2007-03-20T19:12:30Z,20.6,1.17,123.315998,0
Curyo,2007-03-20T19:12:40Z,20.3,1.5399999999999998,132.932458,0
Curyo,2007-03-20T19:12:50Z,20.1,1.79,129.4875,0
Curyo,2007-03-20T19:13:00Z,19.8,1.6199999999999999,113.296465,0
Curyo,2007-03-20T19:13:10Z,21.5,1.76,33.023868,0
Curyo,2007-03-20T19:13:20Z,21.6,1.33,97.338606,0
Curyo,2007-03-20T19:13:30Z,22.3,1.39,20.071526,0
Curyo,2007-03-20T19:13:40Z,22.4,1.25,80.537678,0
Curyo,2007-03-20T19:13:50Z,22.7,1.03,71.29794,0
Curyo,2007-03-20T19:14:00Z,23,1.21,91.656854,0
Curyo,2007-03-20T19:14:10Z,23.2,1.18,60.597179,0
Curyo,2007-03-20T19:14:20Z,23.2,0.71,107.650124,0
Curyo,2007-03-20T19:14:30Z,22.7,1.18,123.840056,0
Curyo,2007-03-20T19:14:40Z,23.7,1.5399999999999998,71.098158,0
Curyo,2007-03-20T19:14:50Z,24.9,1.14,78.190117,0
Curyo,2007-03-20T19:15:00Z,24.8,1.49,8.762348,0
Curyo,2007-03-20T19:15:10Z,24.3,1.49,6.4024470000000004,0
Curyo,2007-03-20T19:15:20Z,24.5,1.67,26.011104,0
Curyo,2007-03-20T19:15:30Z,25.3,1.5799999999999998,4.487433,0
Curyo,2007-03-20T19:15:40Z,25.7,1.5,63.842017,0
Curyo,2007-03-20T19:15:50Z,26.2,1.3599999999999999,14.293558,0
Curyo,2007-03-20T19:16:00Z,25.6,1.19,17.354025,0
Curyo,2007-03-20T19:16:10Z,25.5,1.6199999999999999,36.557875,0
Curyo,2007-03-20T19:16:20Z,25.2,1.0499999999999998,62.257804,0
Curyo,2007-03-20T19:16:30Z,25.6,2.11,2.10909,0
Curyo,2007-03-20T19:16:40Z,25.7,1.0699999999999998,29.820073,0
Curyo,2007-03-20T19:16:50Z,25.5,1.16,27.835111,0
Curyo,2007-03-20T19:17:00Z,25.7,1.8900000000000001,1.552819,0
Curyo,2007-03-20T19:17:10Z,25.1,1.67,353.322598,0
Curyo,2007-03-20T19:17:20Z,25.2,1.47,23.288725,0
Curyo,2007-03-20T19:17:30Z,25.3,1.49,8.060541,0
Curyo,2007-03-20T19:17:40Z,24.8,1.23,13.626995,0
Curyo,2007-03-20T19:17:50Z,23.3,1.77,2.679375,0
Curyo,2007-03-20T19:18:00Z,22.8,2.11,3.596717,0
Curyo,2007-03-20T19:18:10Z,22.4,2.08,0.596809,0
Curyo,2007-03-20T19:18:20Z,22.1,1.35,343.765088,0
Curyo,2007-03-20T19:18:30Z,21.9,1.0599999999999998,298.090728,0
Curyo,2007-03-20T19:18:40Z,21.4,1.22,3.584314,0
Curyo,2007-03-20T19:18:50Z,20.9,0.95,4.913799,0
Curyo,2007-03-20T19:19:00Z,20.5,0.5499999999999999,4.676053,0
Curyo,2007-03-20T19:19:10Z,20,0.5499999999999999,15.241065,0
Curyo,2007-03-20T19:19:20Z,19.8,0.6599999999999999,1.423205,0
Curyo,2007-03-20T19:19:30Z,19.5,0.94,0.230565,0
Curyo,2007-03-20T19:19:40Z,19.2,0.32999999999999996,0.337692,0
Curyo,2007-03-20T19:19:50Z,18.9,0.22,0.337692,0
Curyo,2007-03-20T19:20:00Z,18.6,0.06999999999999999,0.337692,0
Curyo,2007-03-20T19:20:10Z,18.6,0.13,0.337692,0
Curyo,2007-03-20T19:20:20Z,18.4,0.019999999999999997,0.337692,0
Curyo,2007-03-20T19:20:30Z,18.1,0.019999999999999997,0.337692,0
Curyo,2007-03-20T19:20:40Z,17.7,0.24,0.337692,0
Curyo,2007-03-20T19:20:50Z,17.5,0.16999999999999998,0.337692,0
Curyo,2007-03-20T19:21:00Z,17.3,0.22,0.337692,0
Curyo,2007-03-20T19:21:10Z,17.2,0.27999999999999997,0.337692,0
Curyo,2007-03-20T19:21:20Z,17.2,0.26,0.337692,0
Curyo,2007-03-20T19:21:30Z,17.1,0.37,0.337692,0
Curyo,2007-03-20T19:21:40Z,16.8,0.26,0.337692,0
Curyo,2007-03-20T19:21:50Z,16.4,0.5399999999999999,1.221473,0
Curyo,2007-03-20T19:22:00Z,16,0.49,26.095424,0
Curyo,2007-03-20T19:22:10Z,15.9,0.6399999999999999,60.422161,0
Curyo,2007-03-20T19:22:20Z,15.8,0.59,44.894483,0
Curyo,2007-03-20T19:22:30Z,15.8,0.61,46.670244,0
Curyo,2007-03-20T19:22:40Z,15.6,0.71,25.738421,0
Curyo,2007-03-20T19:22:50Z,15.3,0.6799999999999999,36.209457,0
Curyo,2007-03-20T19:23:00Z,15.1,0.7,55.960335,0
Curyo,2007-03-20T19:23:10Z,14.8,0.5299999999999999,20.837558,0
Curyo,2007-03-20T19:23:20Z,14.5,0.47,34.535836,0
Curyo,2007-03-20T19:23:30Z,14.2,0.31999999999999995,23.705339,0
Curyo,2007-03-20T19:23:40Z,14,0.26,43.611283,0
Curyo,2007-03-20T19:23:50Z,13.3,0.26999999999999996,63.22698,0
Curyo,2008-03-20T19:00:00Z,12.9,0.27999999999999997,65.584452,0
Curyo,2008-03-20T19:00:10Z,12.3,0.5599999999999999,7.10931,0
Curyo,2008-03-20T19:00:20Z,11.7,0.32999999999999996,12.380757,0
Curyo,2008-03-20T19:00:30Z,11.5,0.5299999999999999,1.018987,0
Curyo,2008-03-20T19:00:40Z,11.1,0.33999999999999997,0.451139,0
Curyo,2008-03-20T19:00:50Z,11.5,0.33999999999999997,19.94807,0
Curyo,2008-03-20T19:01:00Z,11.7,0.19,41.398722,0
Curyo,2008-03-20T19:01:10Z,11.7,0.31999999999999995,1.240463,0
Curyo,2008-03-20T19:01:20Z,11,0.71,0.678025,0
Curyo,2008-03-20T19:01:30Z,11.2,0.049999999999999996,37.596271,0
Curyo,2008-03-20T19:01:40Z,12,0.11,46.354446,0
Curyo,2008-03-20T19:01:50Z,12.5,0.03,45.876501,0
Curyo,2008-03-20T19:02:00Z,12.5,0,45.079688,0
Curyo,2008-03-20T19:02:10Z,12.7,0,42.690296,0
Curyo,2008-03-20T19:02:20Z,13,0,41.249575,0
Curyo,2008-03-20T19:02:30Z,13.2,0.019999999999999997,44.920312,0
Curyo,2008-03-20T19:02:40Z,13.5,0.03,44.045159,0
Curyo,2008-03-20T19:02:50Z,13.5,0,43.327024,0
Curyo,2008-03-20T19:03:00Z,12.9,0,42.129635,0
Curyo,2008-03-20T19:03:10Z,12.9,0,43.486277,0
Curyo,2008-03-20T19:03:20Z,13.7,0.31,27.346055,0
Curyo,2008-03-20T19:03:30Z,14.1,0.19,58.281631,0
Curyo,2008-03-20T19:03:40Z,14.1,0.11,54.934097,0
Curyo,2008-03-20T19:03:50Z,13.8,0.22999999999999998,66.623196,0
Curyo,2008-03-20T19:04:00Z,14,0.27999999999999997,76.70143,0
Curyo,2008-03-20T19:04:10Z,14,0.62,39.443257,0
Curyo,2008-03-20T19:04:20Z,14.1,0.95,25.968242,0
Curyo,2008-03-20T19:04:30Z,14.1,1.1199999999999999,29.138411,0
Curyo,2008-03-20T19:04:40Z,14,0.99,41.19958,0
Curyo,2008-03-20T19:04:50Z,14,0.37,19.37414,0
Curyo,2008-03-20T19:05:00Z,14.1,0.26999999999999996,39.216584,0
Curyo,2008-03-20T19:05:10Z,14.2,0.26,20.190592,0
Curyo,2008-03-20T19:05:20Z,14.2,0.22999999999999998,32.462489,0
Curyo,2008-03-20T19:05:30Z,14.1,0.26,33.241703,0
Curyo,2008-03-20T19:05:40Z,14.1,0.38,17.484978,0
Curyo,2008-03-20T19:05:50Z,14.1,0.06,20.859474,0
Curyo,2008-03-20T19:06:00Z,14,0.42,30.062111,0
Curyo,2008-03-20T19:06:10Z,14.1,0.44,112.593269,0
Curyo,2008-03-20T19:06:20Z,14.2,0.15,125.038324,0
Curyo,2008-03-20T19:06:30Z,14.2,0.51,127.686086,0
Curyo,2008-03-20T19:06:40Z,14.3,0.42,129.47246,0
Curyo,2008-03-20T19:06:50Z,14.5,0.49,132.258353,0
Curyo,2008-03-20T19:07:00Z,14.7,0.39999999999999997,137.642545,0
Curyo,2008-03-20T19:07:10Z,15.1,0.3,137.14461,0
Curyo,2008-03-20T19:07:20Z,15.3,0.19,142.164408,0
Curyo,2008-03-20T19:07:30Z,15.5,0.22999999999999998,143.691808,0
Curyo,2008-03-20T19:07:40Z,16,0.07999999999999999,143.22008400000001,0
Curyo,2008-03-20T19:07:50Z,16.5,0.19,132.800532,0
Curyo,2008-03-20T19:08:00Z,17.2,0.19999999999999998,107.718789,0
Curyo,2008-03-20T19:08:10Z,18.2,1.0899999999999999,11.639005,0
Curyo,2008-03-20T19:08:20Z,18.8,1.61,3.154843,0
Curyo,2008-03-20T19:08:30Z,20.2,1.88,6.212797,0
Curyo,2008-03-20T19:08:40Z,20.7,2.1599999999999997,6.624033,0
Curyo,2008-03-20T19:08:50Z,21.1,1.88,358.063978,0
Curyo,2008-03-20T19:09:00Z,21.4,2.21,6.033253,0
Curyo,2008-03-20T19:09:10Z,22.3,2.37,354.422395,0
Curyo,2008-03-20T19:09:20Z,22.8,2.5,351.71629,0
Curyo,2008-03-20T19:09:30Z,23.9,3.74,340.966684,0
Curyo,2008-03-20T19:09:40Z,24.3,3.8099999999999996,338.325351,0
Curyo,2008-03-20T19:09:50Z,24.4,4.029999999999999,335.369881,0
Curyo,2008-03-20T19:10:00Z,24.7,3.7800000000000002,327.488086,0
Curyo,2008-03-20T19:10:10Z,24.9,3.75,325.508022,0
Curyo,2008-03-20T19:10:20Z,25.1,3.7,320.343056,0
Curyo,2008-03-20T19:10:30Z,24.9,3.54,316.175133,0
Curyo,2008-03-20T19:10:40Z,25.3,3.59,332.264317,0
Curyo,2008-03-20T19:10:50Z,26.2,2.9899999999999998,319.792731,0
Curyo,2008-03-20T19:11:00Z,27,2.8,322.875294,0
Curyo,2008-03-20T19:11:10Z,28.2,3.67,323.060187,0
Curyo,2008-03-20T19:11:20Z,28.2,2.97,327.716574,0
Curyo,2008-03-20T19:11:30Z,27.9,3.2600000000000002,330.724746,0
Curyo,2008-03-20T19:11:40Z,28.2,3.22,334.817153,0
Curyo,2008-03-20T19:11:50Z,27.8,3.0799999999999996,317.238007,0
Curyo,2008-03-20T19:12:00Z,27.6,2.97,329.900403,0
Curyo,2008-03-20T19:12:10Z,28.2,2.71,338.993211,0
Curyo,2008-03-20T19:12:20Z,28.6,3.4099999999999997,337.761967,0
Curyo,2008-03-20T19:12:30Z,28.5,3.15,344.000822,0
Curyo,2008-03-20T19:12:40Z,28.4,2.3899999999999997,340.960546,0
Curyo,2008-03-20T19:12:50Z,28.6,2.65,341.511852,0
Curyo,2008-03-20T19:13:00Z,28.7,2.34,343.592374,0
Curyo,2008-03-20T19:13:10Z,29,3.5,331.455753,0
Curyo,2008-03-20T19:13:20Z,29.1,3.03,323.698424,0
Curyo,2008-03-20T19:13:30Z,29.1,2.5,326.866725,0
Curyo,2008-03-20T19:13:40Z,28.8,2.2399999999999998,329.727446,0
Curyo,2008-03-20T19:13:50Z,29.4,2.9499999999999997,320.452622,0
Curyo,2008-03-20T19:14:00Z,29.5,2.88,341.913501,0
Curyo,2008-03-20T19:14:10Z,29.4,2.62,344.606151,0
Curyo,2008-03-20T19:14:20Z,29.7,3.48,327.540541,0
Curyo,2008-03-20T19:14:30Z,28.8,1.8900000000000001,338.90205,0
Curyo,2008-03-20T19:14:40Z,28.7,2.89,329.624959,0
Curyo,2008-03-20T19:14:50Z,28.7,3.0799999999999996,339.075498,0
Curyo,2008-03-20T19:15:00Z,28.6,3.61,344.054604,0
Curyo,2008-03-20T19:15:10Z,28.3,2.62,340.19403,0
Curyo,2008-03-20T19:15:20Z,27.4,1.9,349.271141,0
Curyo,2008-03-20T19:15:30Z,26.8,1.87,355.184255,0
Curyo,2008-03-20T19:15:40Z,26.6,2.3899999999999997,292.511497,0
Curyo,2008-03-20T19:15:50Z,26.3,2.15,304.265622,0
Curyo,2008-03-20T19:16:00Z,26.4,2.1599999999999997,294.118003,0
Curyo,2008-03-20T19:16:10Z,26.1,2.25,295.154496,0
Curyo,2008-03-20T19:16:20Z,26,1.22,31.354049,0
Curyo,2008-03-20T19:16:30Z,25.9,1.35,353.990994,0
Curyo,2008-03-20T19:16:40Z,25.9,1.2999999999999998,49.398705,0
Curyo,2008-03-20T19:16:50Z,26.4,0.8099999999999999,44.309723,0
Curyo,2008-03-20T19:17:00Z,25.9,1.73,51.876304,0
Curyo,2008-03-20T19:17:10Z,25.8,1.21,26.565051,0
Curyo,2008-03-20T19:17:20Z,26,1.2,15.188457,0
Curyo,2008-03-20T19:17:30Z,26,1.21,15.784829,0
Curyo,2008-03-20T19:17:40Z,25.7,2.01,25.965566,0
Curyo,2008-03-20T19:17:50Z,25.4,2.19,42.470506,0
Curyo,2008-03-20T19:18:00Z,25.2,1.94,61.342883,0
Curyo,2008-03-20T19:18:10Z,25.1,2.29,205.346176,0
Curyo,2008-03-20T19:18:20Z,25.1,2.08,207.284207,0
Curyo,2008-03-20T19:18:30Z,24.6,1.8399999999999999,169.275551,0
Curyo,2008-03-20T19:18:40Z,24.3,1.35,239.931417,0
Curyo,2008-03-20T19:18:50Z,23.5,1.68,263.027231,0
Curyo,2008-03-20T19:19:00Z,23.5,1.2599999999999998,327.837458,0
Curyo,2008-03-20T19:19:10Z,23.3,1.0699999999999998,342.315608,0
Curyo,2008-03-20T19:19:20Z,23.2,1.43,343.476972,0
Curyo,2008-03-20T19:19:30Z,23.2,1.64,264.920392,0
Curyo,2008-03-20T19:19:40Z,23.1,1.0799999999999998,260.98929,0
Curyo,2008-03-20T19:19:50Z,22.9,0.49,319.537773,0
Curyo,2008-03-20T19:20:00Z,23,0.11,47.794647,0
Curyo,2008-03-20T19:20:10Z,22.9,0.09999999999999999,46.764858,0
Curyo,2008-03-20T19:20:20Z,22.6,0.15,48.931397,0
Curyo,2008-03-20T19:20:30Z,22.3,0.16999999999999998,47.995773,0
Curyo,2008-03-20T19:20:40Z,22.3,0.35,7.386043,0
Curyo,2008-03-20T19:20:50Z,22.2,0.3,0.451139,0
Curyo,2008-03-20T19:21:00Z,22.1,0.6499999999999999,8.39495,0
Curyo,2008-03-20T19:21:10Z,21.8,0.32999999999999996,1.016978,0
Curyo,2008-03-20T19:21:20Z,21.6,0.45,19.727863,0
Curyo,2008-03-20T19:21:30Z,21.4,0.27999999999999997,0.337692,0
Curyo,2008-03-20T19:21:40Z,21.2,0.45999999999999996,0.337692,0
Curyo,2008-03-20T19:21:50Z,21.1,0.38999999999999996,33.552116,0
Curyo,2008-03-20T19:22:00Z,20.9,0.49,1.278193,0
Curyo,2008-03-20T19:22:10Z,20.7,0.69,0.337692,0
Curyo,2008-03-20T19:22:20Z,20.5,0.98,19.326325,0
Curyo,2008-03-20T19:22:30Z,20.2,0.73,62.084618,0
Curyo,2008-03-20T19:22:40Z,19.9,0.33999999999999997,70.948211,0
Curyo,2008-03-20T19:22:50Z,19.7,0.09999999999999999,56.966678,0
Curyo,2008-03-20T19:23:00Z,19.6,0.35,46.425808,0
Curyo,2008-03-20T19:23:10Z,19.6,0.22999999999999998,11.123454,0
Curyo,2008-03-20T19:23:20Z,19.6,0.009999999999999998,0.337692,0
Curyo,2008-03-20T19:23:30Z,19.3,0.009999999999999998,0.337692,0
Curyo,2008-03-20T19:23:40Z,19.1,0,0.337692,0
Curyo,2008-03-20T19:23:50Z,18.5,0.06999999999999999,0.337692,0
Curyo,2009-03-20T19:00:00Z,17.3,0.35,7.857191,0
Curyo,2009-03-20T19:00:10Z,16.7,0.009999999999999998,31.488678,0
Curyo,2009-03-20T19:00:20Z,17.2,0.09999999999999999,33.251268,0
Curyo,2009-03-20T19:00:30Z,17.7,0.03,33.094889,0
Curyo,2009-03-20T19:00:40Z,17.6,0,35.537678,0
Curyo,2009-03-20T19:00:50Z,17.2,0,37.973769,0
Curyo,2009-03-20T19:01:00Z,16.8,0,37.073073,0
Curyo,2009-03-20T19:01:10Z,16.5,0,41.057579,0
Curyo,2009-03-20T19:01:20Z,16.1,0,55.590253,0
Curyo,2009-03-20T19:01:30Z,15.7,0,53.806793,0
Curyo,2009-03-20T19:01:40Z,16.1,0,51.463295,0
Curyo,2009-03-20T19:01:50Z,16.2,0.009999999999999998,52.115126,0
Curyo,2009-03-20T19:02:00Z,15.9,0.009999999999999998,45.800168,0
Curyo,2009-03-20T19:02:10Z,15.5,0,44.123499,0
Curyo,2009-03-20T19:02:20Z,15.4,0.019999999999999997,41.811331,0
Curyo,2009-03-20T19:02:30Z,15.7,0.16999999999999998,14.417428,0
Curyo,2009-03-20T19:02:40Z,15.6,0.009999999999999998,0.450252,0
Curyo,2009-03-20T19:02:50Z,15,0,0.562809,0
Curyo,2009-03-20T19:03:00Z,14.4,0,0.562809,0
Curyo,2009-03-20T19:03:10Z,14.4,0.009999999999999998,0.562809,0
Curyo,2009-03-20T19:03:20Z,14.6,0.06,0.562809,0
Curyo,2009-03-20T19:03:30Z,14.3,0,0.675361,0
Curyo,2009-03-20T19:03:40Z,13.9,0,0.450252,0
Curyo,2009-03-20T19:03:50Z,13.7,0,0.562809,0
Curyo,2009-03-20T19:04:00Z,13.4,0,0.562809,0
Curyo,2009-03-20T19:04:10Z,13.1,0,0.562809,0
Curyo,2009-03-20T19:04:20Z,12.2,0,0.337692,0
Curyo,2009-03-20T19:04:30Z,12.3,0,0.337692,0
Curyo,2009-03-20T19:04:40Z,12.5,0,0.337692,0
Curyo,2009-03-20T19:04:50Z,12.8,0,0.337692,0
Curyo,2009-03-20T19:05:00Z,12.9,0,0.337692,0
Curyo,2009-03-20T19:05:10Z,12.9,0,0.337692,0
Curyo,2009-03-20T19:05:20Z,12.4,0,0.337692,0
Curyo,2009-03-20T19:05:30Z,11.5,0,0.337692,0
Curyo,2009-03-20T19:05:40Z,11.3,0,0.337692,0
Curyo,2009-03-20T19:05:50Z,11.9,0,0.337692,0
Curyo,2009-03-20T19:06:00Z,12.6,0,0.450252,0
Curyo,2009-03-20T19:06:10Z,11.1,0,0.450252,0
Curyo,2009-03-20T19:06:20Z,10.7,0.03,0.450252,0
Curyo,2009-03-20T19:06:30Z,10.1,0.26,0.337692,0
Curyo,2009-03-20T19:06:40Z,10,0,0.337692,0
Curyo,2009-03-20T19:06:50Z,10.4,0,0.337692,0
Curyo,2009-03-20T19:07:00Z,11.5,0,0.337692,0
Curyo,2009-03-20T19:07:10Z,12.3,0,0.337692,0
Curyo,2009-03-20T19:07:20Z,13.4,0.049999999999999996,0.337692,0
Curyo,2009-03-20T19:07:30Z,14.5,0.19,1.014977,0
Curyo,2009-03-20T19:07:40Z,15.8,0.24,3.844136,0
Curyo,2009-03-20T19:07:50Z,17.4,0.13,16.568829,0
Curyo,2009-03-20T19:08:00Z,18.4,0.26,12.167049,0
Curyo,2009-03-20T19:08:10Z,18.3,0.5,3.591259,0
Curyo,2009-03-20T19:08:20Z,18.9,0.72,44.903053,0
Curyo,2009-03-20T19:08:30Z,19.1,0.9299999999999999,22.299838,0
Curyo,2009-03-20T19:08:40Z,19.6,0.5599999999999999,98.530766,0
Curyo,2009-03-20T19:08:50Z,20.6,0.37,58.809061,0
Curyo,2009-03-20T19:09:00Z,20.7,1.04,256.429566,0
Curyo,2009-03-20T19:09:10Z,20.9,1.17,176.76899,0
Curyo,2009-03-20T19:09:20Z,21.4,1.2,71.454228,0
Curyo,2009-03-20T19:09:30Z,22.4,1.0799999999999998,331.504361,0
Curyo,2009-03-20T19:09:40Z,22.5,1.81,19.344329,0
Curyo,2009-03-20T19:09:50Z,22.8,1.5,115.506938,0
Curyo,2009-03-20T19:10:00Z,22.8,1.5999999999999999,19.093492,0
Curyo,2009-03-20T19:10:10Z,22.8,0.99,61.294047,0
Curyo,2009-03-20T19:10:20Z,23,1.5599999999999998,60.255119,0
Curyo,2009-03-20T19:10:30Z,23.7,1.41,57.154942,0
Curyo,2009-03-20T19:10:40Z,24,1.25,27.656267,0
Curyo,2009-03-20T19:10:50Z,24.1,1.48,115.319687,0
Curyo,2009-03-20T19:11:00Z,24.5,1.3399999999999999,34.267335,0
Curyo,2009-03-20T19:11:10Z,24.9,1.74,16.863939,0
Curyo,2009-03-20T19:11:20Z,25.1,1.8399999999999999,42.483124,0
Curyo,2009-03-20T19:11:30Z,25.8,1.5999999999999999,88.103482,0
Curyo,2009-03-20T19:11:40Z,26.1,1.21,31.675469,0
Curyo,2009-03-20T19:11:50Z,26.2,1.66,34.267335,0
Curyo,2009-03-20T19:12:00Z,26.5,1.9300000000000002,8.380613,0
Curyo,2009-03-20T19:12:10Z,26.9,2.65,9.38151,0
Curyo,2009-03-20T19:12:20Z,27.3,1.92,339.067465,0
Curyo,2009-03-20T19:12:30Z,27.9,2.46,325.878605,0
Curyo,2009-03-20T19:12:40Z,28.3,2.04,351.795294,0
Curyo,2009-03-20T19:12:50Z,28,1.48,340.844388,0
Curyo,2009-03-20T19:13:00Z,28.1,1.61,351.724107,0
Curyo,2009-03-20T19:13:10Z,28.7,1.9499999999999997,356.343213,0
Curyo,2009-03-20T19:13:20Z,28,1.8,14.49232,0
Curyo,2009-03-20T19:13:30Z,29.2,2.58,357.273689,0
Curyo,2009-03-20T19:13:40Z,29.1,2.2199999999999998,1.943681,0
Curyo,2009-03-20T19:13:50Z,28.5,1.5399999999999998,14.831386,0
Curyo,2009-03-20T19:14:00Z,29.4,2.23,359.377244,0
Curyo,2009-03-20T19:14:10Z,29.4,2.4699999999999998,355.437437,0
Curyo,2009-03-20T19:14:20Z,29.4,1.2799999999999998,356.833673,0
Curyo,2009-03-20T19:14:30Z,30,2.34,1.84761,0
Curyo,2009-03-20T19:14:40Z,30.2,1.5,3.106027,0
Curyo,2009-03-20T19:14:50Z,30,1.7,2.670753,0
Curyo,2009-03-20T19:15:00Z,29.3,1.66,347.10453,0
Curyo,2009-03-20T19:15:10Z,30.7,2.1999999999999997,354.771808,0
Curyo,2009-03-20T19:15:20Z,30.7,2.71,353.629283,0
Curyo,2009-03-20T19:15:30Z,29.5,2.5199999999999996,356.874325,0
Curyo,2009-03-20T19:15:40Z,30.6,1.18,18.242682,0
